Tweet_ID, Target1, Stance1, Target2, Stance2, Train/Test/Dev
683757948112220161,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
683761276556832769,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
683769430359326722,Donald Trump,NONE,Hilary Clinton,NONE,Train
683862391260602368,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
683873729768763396,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
683875659274309632,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
683877641586372609,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
683884994188607488,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
683957232095105024,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
683981219571326976,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
683985126754258944,Donald Trump,NONE,Hilary Clinton,NONE,Train
684000366984302593,Donald Trump,NONE,Hilary Clinton,NONE,Train
684033567555362817,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684043733118025729,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684054984221134848,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684061738539462656,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684073120437809155,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684088479614107649,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684089584670633984,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684100912315559937,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684103246806384641,Donald Trump,NONE,Hilary Clinton,NONE,Train
684113683278991360,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684149504208142336,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684154249312382976,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
684164413570572288,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684168329582493697,Donald Trump,NONE,Hilary Clinton,FAVOR,Train
684169122255613952,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684169642055757825,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
683750709322448896,Donald Trump,AGAINST,Hilary Clinton,NONE,Train
684187313455247360,Donald Trump,NONE,Hilary Clinton,NONE,Train
684189524713418752,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
684192819968344065,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684202606718144512,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684204521510273024,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684209069771501568,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684233361368301568,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
684237709410357248,Donald Trump,NONE,Hilary Clinton,NONE,Train
684240097915592704,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684240259983491073,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684242788855103489,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684242788855103489,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684252348114337792,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684254672031318016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684330949065224192,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684346224489672704,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
684362144859721728,Donald Trump,NONE,Hilary Clinton,NONE,Train
684365403640864768,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684382512345300992,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684393801314504704,Donald Trump,NONE,Hilary Clinton,NONE,Train
684432346251161600,Donald Trump,AGAINST,Hilary Clinton,NONE,Train
684439229728858112,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684473416099954688,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684475736623677440,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684479657744445441,Donald Trump,NONE,Hilary Clinton,NONE,Train
684497479904043008,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684498169758003200,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684518522215510016,Donald Trump,NONE,Hilary Clinton,NONE,Train
684520109340151808,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684521190908493824,Donald Trump,AGAINST,Hilary Clinton,NONE,Train
684572058232209408,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684575652863959040,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684603253548384257,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684604187955572736,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684745581437304832,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684799866954878976,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684806215658946560,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684816223591350272,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684818560703528961,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684819011205345280,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684822431748341760,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684824400286232576,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684829350445903872,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684852550605082626,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684858782179049472,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
684862453407154176,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684868268608385025,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
684874608915386368,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684876342211526658,Donald Trump,AGAINST,Hilary Clinton,NONE,Train
684886734514040833,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684892226632179714,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684897939030994945,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684905150750666754,Donald Trump,NONE,Hilary Clinton,NONE,Train
684906910072573952,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684907325405196288,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684908446232252417,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684922420512329732,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684937562503405568,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
684957867619823616,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684961913671782400,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684980119748743168,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684980250468417536,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
684980592081948673,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685110248533815296,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685112003468214273,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
685136878165688320,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685143096208809985,Donald Trump,AGAINST,Hilary Clinton,NONE,Train
685143167750934528,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685148054853308416,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685160563677118465,Donald Trump,AGAINST,Hilary Clinton,NONE,Train
685161922409279488,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685167307975348224,Donald Trump,NONE,Hilary Clinton,NONE,Train
685180055299997696,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
685196368311287808,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685213812744568832,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Train
685218434670395392,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685238825824550912,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685248160659337217,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685300984814415873,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
685302178894974976,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685308864045137921,Donald Trump,NONE,Hilary Clinton,NONE,Train
685310635714949120,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
685406864293662720,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685447813447172097,Donald Trump,NONE,Hilary Clinton,AGAINST,Train
685464600599506945,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685473763534635008,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685503775554048000,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
685507713422503936,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685533846662586368,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
685575887945920513,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685581549811712001,Donald Trump,FAVOR,Hilary Clinton,FAVOR,Train
685603050950635520,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685605273826795524,Donald Trump,FAVOR,Hilary Clinton,NONE,Train
685641646159953921,Donald Trump,NONE,Hilary Clinton,NONE,Train
685661025581056000,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685666128639594496,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685672305083600897,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685691534105272321,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685813272352833536,Donald Trump,NONE,Hilary Clinton,FAVOR,Train
685853867406393344,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685856627275124737,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
685863457439105024,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685869363686146052,Donald Trump,NONE,Hilary Clinton,NONE,Train
685904082221961216,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
685927428221435906,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
685932188823465984,Donald Trump,NONE,Hilary Clinton,NONE,Train
685965359938052096,Donald Trump,NONE,Hilary Clinton,NONE,Train
685987298832461825,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686004117592915969,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686004705672077313,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686043646748143616,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Train
686058858351955968,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686069929670512640,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686082058112765952,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686126606922989569,Donald Trump,NONE,Hilary Clinton,NONE,Train
686128295289700352,Donald Trump,NONE,Hilary Clinton,NONE,Train
686168999319703552,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686181146967830528,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686205719100653569,Donald Trump,FAVOR,Hilary Clinton,NONE,Train
686207186465234944,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686208865600319488,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686209080025718784,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686220602231799808,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686233047944028160,Donald Trump,NONE,Hilary Clinton,NONE,Train
686242000958427136,Donald Trump,NONE,Hilary Clinton,NONE,Train
686242782055301120,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Train
686243349695574016,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
686244251449950208,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686266828964888581,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
686284201037975552,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686306331616124928,Donald Trump,NONE,Hilary Clinton,NONE,Dev
686306831732310016,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686318319998210048,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686318345713508352,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686334266897113090,Donald Trump,NONE,Hilary Clinton,AGAINST,Dev
686378886855311360,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
686395199929643009,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686589688623153152,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
686598785179324416,Donald Trump,NONE,Hilary Clinton,NONE,Dev
686622118398824448,Donald Trump,NONE,Hilary Clinton,NONE,Dev
686636042426789888,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686656560940990464,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686658109817794560,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686660876166914048,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686661814843748352,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
686665698551050240,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686666147714830336,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686680186612391936,Donald Trump,NONE,Hilary Clinton,NONE,Dev
686707382056017920,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686710019803484160,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686725152088928260,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686739160506347520,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686745078245670912,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686778473650720769,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686877241918160897,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686909779273486336,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
686920342519066625,Donald Trump,NONE,Hilary Clinton,AGAINST,Dev
686936290454056960,Donald Trump,NONE,Hilary Clinton,AGAINST,Dev
686943891732299776,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
686989875690758144,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687015064973385728,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687026383101493249,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
687044406986293248,Donald Trump,NONE,Hilary Clinton,AGAINST,Dev
687077627610398720,Donald Trump,NONE,Hilary Clinton,NONE,Dev
687104487014584320,Donald Trump,NONE,Hilary Clinton,NONE,Dev
687110146175074304,Donald Trump,NONE,Hilary Clinton,NONE,Dev
687121298900807683,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687189104287678464,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687265479593979904,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687269222074957824,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687416794366251008,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687431450283634689,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687449286871625728,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687465057798746116,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
687466207201501185,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687508708109094914,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687546456937463808,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687605754912739329,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
687622267929518081,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687645094669848578,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
687740103683354624,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687741549778747394,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
687754949837500416,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687763668633649152,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687788867093721089,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687788888329457664,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687800019433422848,Donald Trump,NONE,Hilary Clinton,NONE,Dev
687813060883382272,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687844262680096768,Donald Trump,NONE,Hilary Clinton,NONE,Dev
687853894097973249,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687872560491409408,Donald Trump,NONE,Hilary Clinton,NONE,Dev
687893236317224960,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
687894333794615296,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687904281484103680,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687954537018212352,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
687993438025977857,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688003498814894080,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688009886446301184,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688020337339052032,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688024064573763585,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688054632736751616,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688076081841090560,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688077114768101376,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688122871705550848,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688148549830180865,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688157616057405445,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
688163483196604416,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688197526588018688,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688302971159998464,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
688327705511768064,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
688331486794104833,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
688359379888803840,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
688366151827492865,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
688406630770323457,Donald Trump,NONE,Hilary Clinton,NONE,Dev
688417775979659264,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688427333104062468,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688488629576962048,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
688495156580892672,Donald Trump,AGAINST,Hilary Clinton,NONE,Dev
688534020049645568,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688585611951788032,Donald Trump,NONE,Hilary Clinton,NONE,Dev
688607916689993730,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688689918521020416,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688710433335828480,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688741886492823553,Donald Trump,AGAINST,Hilary Clinton,NONE,Dev
688775313652887552,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
688801206366375937,Donald Trump,NONE,Hilary Clinton,NONE,Dev
688839923760271361,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688897806078091264,Donald Trump,NONE,Hilary Clinton,NONE,Dev
688913685977378817,Donald Trump,NONE,Hilary Clinton,NONE,Dev
688914049619378177,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688915584885612544,Donald Trump,NONE,Hilary Clinton,AGAINST,Dev
688916734863081472,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688917293322088449,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
688918613353435136,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
688919880989462528,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688926597177421824,Donald Trump,FAVOR,Hilary Clinton,FAVOR,Dev
688928083043291136,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
688931294806421504,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688931772416020481,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688937039497154562,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
688939688904626177,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
688941501519278080,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
688954180493418496,Donald Trump,NONE,Hilary Clinton,NONE,Dev
689060580410454017,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689073552952274944,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689073687891292160,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689098390085439489,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689101174818107392,Donald Trump,NONE,Hilary Clinton,AGAINST,Dev
689127897324457984,Donald Trump,AGAINST,Hilary Clinton,NONE,Dev
689149439420829696,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689166858625236994,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689208408982032386,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689214274053533701,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689235292776181765,Donald Trump,NONE,Hilary Clinton,NONE,Dev
689249058670678016,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
689253948507598849,Donald Trump,NONE,Hilary Clinton,NONE,Dev
689264810500870144,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689272218610569216,Donald Trump,NONE,Hilary Clinton,AGAINST,Dev
689275538591059973,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
689290693529882626,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689295341590478848,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689327577547186177,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689360169390755840,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689405365155291137,Donald Trump,NONE,Hilary Clinton,NONE,Dev
689453843973705728,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689454395734396929,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689559279385255936,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689564448978292737,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689569043129450497,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
689571758559498240,Donald Trump,NONE,Hilary Clinton,AGAINST,Dev
689572700545781760,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689574036607623168,Donald Trump,AGAINST,Hilary Clinton,NONE,Dev
689577573920149504,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
689578912469258240,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689586840395988992,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
689598493120466946,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689600756043804672,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689607445933469696,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Dev
689614820430213120,Donald Trump,AGAINST,Hilary Clinton,NONE,Dev
689618712341651461,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689624932032983044,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689633447384494081,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689639426192838656,Donald Trump,NONE,Hilary Clinton,FAVOR,Dev
689655079679455232,Donald Trump,NONE,Hilary Clinton,NONE,Dev
689672589963321344,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689673979062169600,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
689676745927057408,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
689740270791966720,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689802140471074816,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689839003844112384,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
689850101682954241,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689850687140827137,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
689860628408696832,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689863783792050176,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689864911275491329,Donald Trump,NONE,Hilary Clinton,NONE,Dev
689870666590396416,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689879066854305792,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689879278498934784,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689890869495726080,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689895801363914753,Donald Trump,FAVOR,Hilary Clinton,NONE,Dev
689895982637682688,Donald Trump,NONE,Hilary Clinton,AGAINST,Dev
689896294379233282,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Dev
689903160454955009,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Dev
689914811489095680,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
689918163115343872,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
689934174921342977,Donald Trump,NONE,Hilary Clinton,AGAINST,Test
689934830826426368,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
689944649633533953,Donald Trump,NONE,Hilary Clinton,NONE,Test
689949796564615169,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
689957947980517378,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
689966279793491969,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
689967020541083648,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
689967469113511937,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
689971732346716164,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
689980803695153153,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690006082530447360,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690023731280941058,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690132576032460801,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690183496636223489,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690204702529732609,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690206015841644544,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690209342277070848,Donald Trump,NONE,Hilary Clinton,NONE,Test
690212177232338944,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690214221188063232,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Test
690223070582300674,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690224521283026944,Donald Trump,AGAINST,Hilary Clinton,AGAINST,Test
690246600279605249,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690246669359775744,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690259896479014912,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690275172289380352,Donald Trump,NONE,Hilary Clinton,NONE,Test
690280999687720960,Donald Trump,FAVOR,Hilary Clinton,NONE,Test
690289539504537601,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690293170576359424,Donald Trump,AGAINST,Hilary Clinton,FAVOR,Test
690301405991694336,Donald Trump,AGAINST,Hilary Clinton,NONE,Test
690303919004749825,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690306657381937154,Donald Trump,FAVOR,Hilary Clinton,AGAINST,Test
690307682599833602,Donald Trump,FAVOR,Hilary Clinton,NONE,Test
690308639656009728,Donald Trump,NONE,Hilary Clinton,NONE,Test
690309695827906560,Donald Trump,NONE,Hilary Clinton,NONE,Test
690309842892763137,Donald Trump,NONE,Hilary Clinton,NONE,Test
